case_id,condition,reference_label,ai_prediction,ai_confidence,ai_correct,clinician_initial,clinician_initial_confidence,initial_correct,ai_revealed,explanation_opened,clinician_final,clinician_final_confidence,final_correct,decision_switched,ai_agreement_final,decision_time_sec,synthetic
SIM-C00498,no_ai,1,1,0.878,1,2,0.5,0,0,0,2,0.5,0,0,0,31.0,1
SIM-C00499,ai_prediction,0,0,0.906,1,0,0.79,1,1,0,0,0.91,1,0,1,36.3,1
SIM-C00500,ai_plus_explanation,0,0,0.853,1,0,0.99,1,1,0,0,0.99,1,0,1,39.4,1
SIM-C00501,ai_prediction,3,3,0.776,1,3,0.569,1,1,0,3,0.596,1,0,1,42.4,1
SIM-C00502,no_ai,0,3,0.683,0,0,0.823,1,0,0,0,0.823,1,0,0,28.2,1
SIM-C00503,ai_plus_explanation,1,1,0.629,1,2,0.401,0,1,1,2,0.504,0,0,0,49.5,1
SIM-C00504,no_ai,1,0,0.66,0,1,0.777,1,0,0,1,0.777,1,0,0,13.5,1
SIM-C00505,ai_plus_explanation,3,3,0.769,1,3,0.702,1,1,0,3,0.701,1,0,1,14.1,1
SIM-C00506,no_ai,0,0,0.901,1,2,0.37,0,0,0,2,0.37,0,0,0,37.8,1
SIM-C00507,ai_prediction,4,4,0.667,1,4,0.615,1,1,0,4,0.61,1,0,1,46.0,1
SIM-C00508,no_ai,0,0,0.796,1,0,0.863,1,0,0,0,0.863,1,0,1,25.3,1
SIM-C00509,ai_prediction,0,0,0.737,1,0,0.793,1,1,0,0,0.813,1,0,1,39.3,1
SIM-C00510,ai_plus_explanation,0,0,0.869,1,0,0.82,1,1,0,0,0.933,1,0,1,45.8,1
SIM-C00511,no_ai,0,0,0.9,1,0,0.73,1,0,0,0,0.73,1,0,1,25.6,1
SIM-C00512,ai_plus_explanation,0,2,0.664,0,0,0.633,1,1,1,0,0.628,1,0,0,50.3,1
SIM-C00513,ai_plus_explanation,0,0,0.657,1,0,0.698,1,1,1,0,0.755,1,0,1,43.3,1
SIM-C00514,no_ai,4,4,0.902,1,4,0.747,1,0,0,4,0.747,1,0,1,28.3,1
SIM-C00515,ai_prediction,0,0,0.911,1,0,0.709,1,1,0,0,0.754,1,0,1,37.6,1
SIM-C00516,no_ai,0,0,0.737,1,0,0.887,1,0,0,0,0.887,1,0,1,27.6,1
SIM-C00517,no_ai,0,4,0.786,0,0,0.933,1,0,0,0,0.933,1,0,0,35.7,1
SIM-C00518,ai_prediction,0,0,0.847,1,0,0.692,1,1,0,0,0.731,1,0,1,41.1,1
SIM-C00519,no_ai,2,0,0.457,0,2,0.659,1,0,0,2,0.659,1,0,0,35.1,1
SIM-C00520,no_ai,0,0,0.75,1,0,0.584,1,0,0,0,0.584,1,0,1,19.4,1
SIM-C00521,no_ai,0,0,0.958,1,0,0.732,1,0,0,0,0.732,1,0,1,30.2,1
SIM-C00522,ai_plus_explanation,1,1,0.826,1,1,0.873,1,1,0,1,0.937,1,0,1,38.1,1
SIM-C00523,ai_plus_explanation,0,0,0.739,1,0,0.99,1,1,1,0,0.99,1,0,1,29.1,1
SIM-C00524,no_ai,4,4,0.811,1,4,0.792,1,0,0,4,0.792,1,0,1,39.4,1
SIM-C00525,ai_plus_explanation,1,1,0.936,1,1,0.695,1,1,1,1,0.782,1,0,1,46.3,1
SIM-C00526,ai_prediction,3,2,0.497,0,1,0.608,0,1,0,2,0.773,0,1,1,42.7,1
SIM-C00527,no_ai,4,4,0.879,1,4,0.785,1,0,0,4,0.785,1,0,1,15.1,1
SIM-C00528,ai_prediction,0,0,0.94,1,0,0.599,1,1,0,0,0.614,1,0,1,40.1,1
SIM-C00529,ai_prediction,1,1,0.708,1,1,0.584,1,1,0,1,0.628,1,0,1,25.6,1
SIM-C00530,no_ai,0,1,0.694,0,0,0.539,1,0,0,0,0.539,1,0,0,29.8,1
SIM-C00531,no_ai,0,0,0.801,1,0,0.964,1,0,0,0,0.964,1,0,1,42.3,1
SIM-C00532,no_ai,2,2,0.769,1,2,0.897,1,0,0,2,0.897,1,0,1,45.8,1
SIM-C00533,no_ai,4,4,0.856,1,3,0.826,0,0,0,3,0.826,0,0,0,35.3,1
SIM-C00534,no_ai,0,4,0.838,0,0,0.654,1,0,0,0,0.654,1,0,0,26.6,1
SIM-C00535,ai_prediction,0,0,0.746,1,1,0.528,0,1,0,1,0.526,0,0,0,29.9,1
SIM-C00536,ai_plus_explanation,2,2,0.674,1,0,0.59,0,1,1,0,0.626,0,0,0,44.8,1
SIM-C00537,ai_prediction,2,2,0.882,1,2,0.587,1,1,0,2,0.619,1,0,1,32.9,1
SIM-C00538,ai_plus_explanation,2,2,0.826,1,2,0.856,1,1,0,2,0.856,1,0,1,28.7,1
SIM-C00539,ai_plus_explanation,2,0,0.382,0,2,0.744,1,1,1,2,0.864,1,0,0,45.3,1
SIM-C00540,ai_plus_explanation,0,0,0.751,1,2,0.561,0,1,0,0,0.64,1,1,1,51.5,1
SIM-C00541,ai_prediction,0,0,0.772,1,0,0.656,1,1,0,0,0.751,1,0,1,35.5,1
SIM-C00542,ai_plus_explanation,0,0,0.974,1,0,0.709,1,1,1,0,0.803,1,0,1,52.4,1
SIM-C00543,ai_plus_explanation,2,1,0.625,0,2,0.96,1,1,0,2,0.984,1,0,0,18.2,1
SIM-C00544,no_ai,2,2,0.743,1,2,0.795,1,0,0,2,0.795,1,0,1,14.4,1
SIM-C00545,ai_plus_explanation,0,0,0.916,1,0,0.978,1,1,1,0,0.947,1,0,1,28.9,1
SIM-C00546,no_ai,0,0,0.766,1,0,0.718,1,0,0,0,0.718,1,0,1,37.1,1
SIM-C00547,ai_prediction,2,3,0.675,0,2,0.836,1,1,0,2,0.99,1,0,0,39.2,1
SIM-C00548,ai_plus_explanation,0,0,0.822,1,0,0.796,1,1,1,0,0.79,1,0,1,41.0,1
SIM-C00549,ai_prediction,0,0,0.796,1,1,0.823,0,1,0,1,0.885,0,0,0,30.9,1
SIM-C00550,ai_prediction,1,1,0.779,1,1,0.846,1,1,0,1,0.837,1,0,1,24.0,1
SIM-C00551,ai_prediction,0,1,0.574,0,4,0.621,0,1,0,4,0.727,0,0,0,41.8,1
SIM-C00552,no_ai,0,3,0.687,0,0,0.805,1,0,0,0,0.805,1,0,0,28.6,1
SIM-C00553,no_ai,2,2,0.919,1,2,0.755,1,0,0,2,0.755,1,0,1,45.7,1
SIM-C00554,ai_prediction,0,3,0.455,0,0,0.922,1,1,0,3,0.96,0,1,1,44.8,1
SIM-C00555,ai_prediction,0,0,0.715,1,0,0.71,1,1,0,0,0.761,1,0,1,38.4,1
SIM-C00556,ai_plus_explanation,3,3,0.693,1,3,0.725,1,1,0,3,0.74,1,0,1,46.2,1
SIM-C00557,ai_prediction,0,4,0.678,0,0,0.721,1,1,0,4,0.765,0,1,1,38.0,1
SIM-C00558,ai_plus_explanation,2,2,0.896,1,2,0.765,1,1,1,2,0.73,1,0,1,38.2,1
SIM-C00559,ai_plus_explanation,3,0,0.558,0,3,0.688,1,1,1,3,0.758,1,0,0,49.6,1
SIM-C00560,ai_plus_explanation,3,3,0.678,1,2,0.595,0,1,1,3,0.67,1,1,1,41.9,1
SIM-C00561,ai_prediction,2,2,0.783,1,2,0.783,1,1,0,2,0.788,1,0,1,43.8,1
SIM-C00562,ai_prediction,0,0,0.792,1,4,0.722,0,1,0,4,0.715,0,0,0,40.4,1
SIM-C00563,ai_prediction,0,0,0.757,1,4,0.477,0,1,0,4,0.564,0,0,0,36.7,1
SIM-C00564,no_ai,4,4,0.899,1,4,0.834,1,0,0,4,0.834,1,0,1,38.5,1
SIM-C00565,ai_plus_explanation,2,3,0.539,0,2,0.67,1,1,1,2,0.76,1,0,0,48.3,1
SIM-C00566,ai_prediction,0,0,0.708,1,3,0.574,0,1,0,0,0.609,1,1,1,42.0,1
SIM-C00567,ai_prediction,3,3,0.786,1,0,0.529,0,1,0,0,0.587,0,0,0,47.6,1
SIM-C00568,no_ai,2,2,0.82,1,2,0.591,1,0,0,2,0.591,1,0,1,22.8,1
SIM-C00569,no_ai,1,2,0.602,0,1,0.82,1,0,0,1,0.82,1,0,0,34.5,1
SIM-C00570,ai_plus_explanation,4,4,0.99,1,4,0.869,1,1,0,4,0.881,1,0,1,38.8,1
SIM-C00571,no_ai,0,0,0.929,1,0,0.808,1,0,0,0,0.808,1,0,1,25.0,1
SIM-C00572,ai_plus_explanation,0,0,0.674,1,3,0.753,0,1,1,0,0.872,1,1,1,54.6,1
SIM-C00573,ai_prediction,0,1,0.684,0,0,0.841,1,1,0,1,0.839,0,1,1,37.1,1
SIM-C00574,no_ai,2,2,0.969,1,2,0.65,1,0,0,2,0.65,1,0,1,42.2,1
SIM-C00575,no_ai,0,0,0.865,1,0,0.802,1,0,0,0,0.802,1,0,1,32.7,1
SIM-C00576,ai_prediction,0,1,0.802,0,0,0.716,1,1,0,0,0.777,1,0,0,19.5,1
SIM-C00577,ai_plus_explanation,0,3,0.767,0,1,0.517,0,1,1,1,0.505,0,0,0,56.1,1
SIM-C00578,no_ai,3,3,0.792,1,3,0.847,1,0,0,3,0.847,1,0,1,30.0,1
SIM-C00579,no_ai,2,4,0.509,0,2,0.667,1,0,0,2,0.667,1,0,0,36.0,1
SIM-C00580,ai_prediction,4,4,0.657,1,4,0.717,1,1,0,4,0.723,1,0,1,40.1,1
SIM-C00581,ai_plus_explanation,1,4,0.738,0,1,0.764,1,1,1,1,0.874,1,0,0,63.8,1
SIM-C00582,no_ai,0,0,0.689,1,3,0.601,0,0,0,3,0.601,0,0,0,36.0,1
SIM-C00583,ai_prediction,0,1,0.762,0,0,0.97,1,1,0,1,0.99,0,1,1,50.7,1
SIM-C00584,no_ai,0,0,0.776,1,0,0.888,1,0,0,0,0.888,1,0,1,37.2,1
SIM-C00585,no_ai,2,2,0.918,1,2,0.711,1,0,0,2,0.711,1,0,1,54.4,1
SIM-C00586,ai_prediction,0,3,0.617,0,0,0.732,1,1,0,0,0.824,1,0,0,45.1,1
SIM-C00587,ai_plus_explanation,0,0,0.906,1,0,0.39,1,1,0,0,0.428,1,0,1,40.4,1
SIM-C00588,ai_plus_explanation,1,1,0.99,1,3,0.526,0,1,1,1,0.644,1,1,1,28.7,1
SIM-C00589,ai_plus_explanation,4,1,0.594,0,1,0.707,0,1,1,1,0.772,0,0,1,47.0,1
SIM-C00590,ai_prediction,2,2,0.704,1,0,0.756,0,1,0,0,0.805,0,0,0,37.9,1
SIM-C00591,ai_plus_explanation,2,2,0.75,1,2,0.872,1,1,0,2,0.826,1,0,1,30.5,1
SIM-C00592,no_ai,0,3,0.515,0,0,0.769,1,0,0,0,0.769,1,0,0,13.3,1
SIM-C00593,ai_prediction,0,2,0.535,0,0,0.953,1,1,0,0,0.9,1,0,0,20.0,1
SIM-C00594,ai_plus_explanation,3,3,0.721,1,3,0.922,1,1,1,3,0.962,1,0,1,26.2,1
SIM-C00595,no_ai,0,3,0.594,0,3,0.739,0,0,0,3,0.739,0,0,1,31.0,1
SIM-C00596,ai_prediction,1,3,0.743,0,3,0.715,0,1,0,3,0.796,0,0,1,43.5,1
SIM-C00597,no_ai,2,2,0.892,1,2,0.646,1,0,0,2,0.646,1,0,1,31.8,1
SIM-C00598,ai_prediction,2,2,0.736,1,4,0.688,0,1,0,4,0.76,0,0,0,51.2,1
SIM-C00599,ai_prediction,1,1,0.802,1,1,0.894,1,1,0,1,0.965,1,0,1,37.0,1
SIM-C00600,no_ai,0,0,0.873,1,1,0.565,0,0,0,1,0.565,0,0,0,31.6,1
